# seed=123456
# instance=PIECEWISE
# popSize=100
# generations=100
# crossover=BlockUniform(p=0.75)
# mutation=p0=0.005,pMin=0.002,alpha=1.0
# tournamentK=3
# elitism=3
# lambda_similarity=0.9
# fights_per_team=20
# anchors=5
gen,changes,best_fitness,best_winrate,best_similarity,avg_fitness,worst_fitness,best_genome
23,1,-0.9565,0.9565,0.0000,0.0491,0.6300,"22 20 15 34 19 6 29 8 9 37 8 17 41 5 8 39 32 10 7 39 21 8 41 18 25 26 19 42 19 30 17 19 11 4 23 5 10 22 40 33 12 19 41 28 26 26 35 15 29 24 4 2 27 26 22 24 18 12 7 4 24 23 1 20 41 29 37 31 29 42 28 1 25 22 18 5 15 26 13 36 26 22 27 2 13 29 9 19 10 12 0 37 10 33 37 14 15 37 0 2 28 36 36 39 27 24 18 6 17 40 4 14 22 18 32 30 31 40 30 34 10 35 14 23 33 14 37 25 33 42 14 17 4 0 13 11 42 7 9 15 7 11 9 11 30 35 12 2 17 18 3 19 7 12 24 17 13 21 4 27 28 29 7 12 8 33 6 25 0 3 2 12 36 18 21 16 25 21 15 16 5 27 34 21 27 8 18 7 27 42 17 39 4 18 42 10 0 2 7 33 15 27 40 18 0 15 30 27 39 24 0 14 23 42 5 27 19 0 28 41 1 27 34 38 42 6 11 8 15 3 34 19 18 4 24 19 20 8 33 32 1 16 1 26 6 36 13 17 36 28 41 40 42 11 10 12 16 2 8 10 40 37 3 25 28 17 32 23 1 5 17 20 1 40 37 6 31 41 20 18 32 4 18 16 7 23 15 21 5 10 33 19 0 17 8 17 35 29 24 41 40 16 42 16 13 1 4 31 2 30 41 41 41 41 18 33 10 16 17 13 29 18 37 20 39 30 14 7 21 42 39 15 10 41 41 2 10 28 33 1 18 12 32 41 9 27 28 13 19 32 30 0 26 33 21 39 4 32 38 26 32 2 28 1 34 19 13 26 19 18 41 35 41 30 36 15 24 6 17 7 18 15 7 10 31 33 19 10 40 0 9 7 28 0 23 29 37 42 41 38 1 13 4 17 12 20 22 17 15 22 35 29 0 38 40 25 28 10 15 8 39 36 7 31 28 16 37 13 27 32 28 10 1 4 32 14 25 42 0 21 42 9 8 1 4 31 20 27 38 14 18 21 1 24 26 12 19 31 42 0 22 35 22 24 22 6 3 21 32 25 32 36 17 15 11 18 25 1 19 17 0 35 6 35 7 30 37 13 9 10 38 29 18 21 2 42 5 40 28 31"
24,1,-0.9565,0.9565,0.0000,0.0641,0.7443,"22 20 15 34 19 6 29 8 9 37 8 17 41 5 8 39 32 10 7 39 21 8 41 18 25 26 19 42 19 30 17 19 11 4 23 5 10 22 40 33 12 19 41 28 26 26 35 15 29 24 4 2 27 26 22 24 18 12 7 4 24 23 1 20 41 29 37 31 29 42 28 1 25 22 18 5 15 26 13 36 26 22 27 2 13 29 9 19 10 12 0 37 10 33 37 14 15 37 0 2 28 36 36 39 27 24 18 6 17 40 4 14 22 18 32 30 31 40 30 34 10 35 14 23 33 14 37 25 33 42 14 17 4 0 13 11 42 7 9 15 7 11 9 11 30 35 12 2 17 18 3 19 7 12 24 17 13 21 4 27 28 29 7 12 8 33 6 25 0 3 2 12 36 18 21 16 25 21 15 16 5 27 34 21 27 8 18 7 27 42 17 39 4 18 42 10 0 2 7 33 15 27 40 18 0 15 30 27 39 24 0 14 23 42 5 27 19 0 28 41 1 27 34 38 42 6 11 8 15 3 34 19 18 4 24 19 20 8 33 32 1 16 1 26 6 36 13 17 36 28 41 40 42 11 10 12 16 2 8 10 40 37 3 25 28 17 32 23 1 5 17 20 1 40 37 6 31 41 20 18 32 4 18 16 7 23 15 21 5 10 33 19 0 17 8 17 35 29 24 41 40 16 42 16 13 1 4 31 2 30 41 41 41 41 18 33 10 16 17 13 29 18 37 20 39 30 14 7 21 42 39 15 10 41 41 2 10 28 33 1 18 12 32 41 9 27 28 13 19 32 30 0 26 33 21 39 4 32 38 26 32 2 28 1 34 19 13 26 19 18 41 35 41 30 36 15 24 6 17 7 18 15 7 10 31 33 19 10 40 0 9 7 28 0 23 29 37 42 41 38 1 13 4 17 12 20 22 17 15 22 35 29 0 38 40 25 28 10 15 8 39 36 7 31 28 16 37 13 27 32 28 10 1 4 32 14 25 42 0 21 42 9 8 1 4 31 20 27 38 14 18 21 1 24 26 12 19 31 42 0 22 35 22 24 22 6 3 21 32 25 32 36 17 15 11 18 25 1 19 17 0 35 6 35 7 30 37 13 9 10 38 29 18 21 2 42 5 40 28 31"
25,1,-0.9565,0.9565,0.0000,0.0437,0.6898,"22 20 15 34 19 6 29 8 9 37 8 17 41 5 8 39 32 10 7 39 21 8 41 18 25 26 19 42 19 30 17 19 11 4 23 5 10 22 40 33 12 19 41 28 26 26 35 15 29 24 4 2 27 26 22 24 18 12 7 4 24 23 1 20 41 29 37 31 29 42 28 1 25 22 18 5 15 26 13 36 26 22 27 2 13 29 9 19 10 12 0 37 10 33 37 14 15 37 0 2 28 36 36 39 27 24 18 6 17 40 4 14 22 18 32 30 31 40 30 34 10 35 14 23 33 14 37 25 33 42 14 17 4 0 13 11 42 7 9 15 7 11 9 11 30 35 12 2 17 18 3 19 7 12 24 17 13 21 4 27 28 29 7 12 8 33 6 25 0 3 2 12 36 18 21 16 25 21 15 16 5 27 34 21 27 8 18 7 27 42 17 39 4 18 42 10 0 2 7 33 15 27 40 18 0 15 30 27 39 24 0 14 23 42 5 27 19 0 28 41 1 27 34 38 42 6 11 8 15 3 34 19 18 4 24 19 20 8 33 32 1 16 1 26 6 36 13 17 36 28 41 40 42 11 10 12 16 2 8 10 40 37 3 25 28 17 32 23 1 5 17 20 1 40 37 6 31 41 20 18 32 4 18 16 7 23 15 21 5 10 33 19 0 17 8 17 35 29 24 41 40 16 42 16 13 1 4 31 2 30 41 41 41 41 18 33 10 16 17 13 29 18 37 20 39 30 14 7 21 42 39 15 10 41 41 2 10 28 33 1 18 12 32 41 9 27 28 13 19 32 30 0 26 33 21 39 4 32 38 26 32 2 28 1 34 19 13 26 19 18 41 35 41 30 36 15 24 6 17 7 18 15 7 10 31 33 19 10 40 0 9 7 28 0 23 29 37 42 41 38 1 13 4 17 12 20 22 17 15 22 35 29 0 38 40 25 28 10 15 8 39 36 7 31 28 16 37 13 27 32 28 10 1 4 32 14 25 42 0 21 42 9 8 1 4 31 20 27 38 14 18 21 1 24 26 12 19 31 42 0 22 35 22 24 22 6 3 21 32 25 32 36 17 15 11 18 25 1 19 17 0 35 6 35 7 30 37 13 9 10 38 29 18 21 2 42 5 40 28 31"
26,1,-0.9565,0.9565,0.0000,0.0405,0.6919,"22 20 15 34 19 6 29 8 9 37 8 17 41 5 8 39 32 10 7 39 21 8 41 18 25 26 19 42 19 30 17 19 11 4 23 5 10 22 40 33 12 19 41 28 26 26 35 15 29 24 4 2 27 26 22 24 18 12 7 4 24 23 1 20 41 29 37 31 29 42 28 1 25 22 18 5 15 26 13 36 26 22 27 2 13 29 9 19 10 12 0 37 10 33 37 14 15 37 0 2 28 36 36 39 27 24 18 6 17 40 4 14 22 18 32 30 31 40 30 34 10 35 14 23 33 14 37 25 33 42 14 17 4 0 13 11 42 7 9 15 7 11 9 11 30 35 12 2 17 18 3 19 7 12 24 17 13 21 4 27 28 29 7 12 8 33 6 25 0 3 2 12 36 18 21 16 25 21 15 16 5 27 34 21 27 8 18 7 27 42 17 39 4 18 42 10 0 2 7 33 15 27 40 18 0 15 30 27 39 24 0 14 23 42 5 27 19 0 28 41 1 27 34 38 42 6 11 8 15 3 34 19 18 4 24 19 20 8 33 32 1 16 1 26 6 36 13 17 36 28 41 40 42 11 10 12 16 2 8 10 40 37 3 25 28 17 32 23 1 5 17 20 1 40 37 6 31 41 20 18 32 4 18 16 7 23 15 21 5 10 33 19 0 17 8 17 35 29 24 41 40 16 42 16 13 1 4 31 2 30 41 41 41 41 18 33 10 16 17 13 29 18 37 20 39 30 14 7 21 42 39 15 10 41 41 2 10 28 33 1 18 12 32 41 9 27 28 13 19 32 30 0 26 33 21 39 4 32 38 26 32 2 28 1 34 19 13 26 19 18 41 35 41 30 36 15 24 6 17 7 18 15 7 10 31 33 19 10 40 0 9 7 28 0 23 29 37 42 41 38 1 13 4 17 12 20 22 17 15 22 35 29 0 38 40 25 28 10 15 8 39 36 7 31 28 16 37 13 27 32 28 10 1 4 32 14 25 42 0 21 42 9 8 1 4 31 20 27 38 14 18 21 1 24 26 12 19 31 42 0 22 35 22 24 22 6 3 21 32 25 32 36 17 15 11 18 25 1 19 17 0 35 6 35 7 30 37 13 9 10 38 29 18 21 2 42 5 40 28 31"
27,1,-0.9565,0.9565,0.0000,0.0607,0.7522,"22 20 15 34 19 6 29 8 9 37 8 17 41 5 8 39 32 10 7 39 21 8 41 18 25 26 19 42 19 30 17 19 11 4 23 5 10 22 40 33 12 19 41 28 26 26 35 15 29 24 4 2 27 26 22 24 18 12 7 4 24 23 1 20 41 29 37 31 29 42 28 1 25 22 18 5 15 26 13 36 26 22 27 2 13 29 9 19 10 12 0 37 10 33 37 14 15 37 0 2 28 36 36 39 27 24 18 6 17 40 4 14 22 18 32 30 31 40 30 34 10 35 14 23 33 14 37 25 33 42 14 17 4 0 13 11 42 7 9 15 7 11 9 11 30 35 12 2 17 18 3 19 7 12 24 17 13 21 4 27 28 29 7 12 8 33 6 25 0 3 2 12 36 18 21 16 25 21 15 16 5 27 34 21 27 8 18 7 27 42 17 39 4 18 42 10 0 2 7 33 15 27 40 18 0 15 30 27 39 24 0 14 23 42 5 27 19 0 28 41 1 27 34 38 42 6 11 8 15 3 34 19 18 4 24 19 20 8 33 32 1 16 1 26 6 36 13 17 36 28 41 40 42 11 10 12 16 2 8 10 40 37 3 25 28 17 32 23 1 5 17 20 1 40 37 6 31 41 20 18 32 4 18 16 7 23 15 21 5 10 33 19 0 17 8 17 35 29 24 41 40 16 42 16 13 1 4 31 2 30 41 41 41 41 18 33 10 16 17 13 29 18 37 20 39 30 14 7 21 42 39 15 10 41 41 2 10 28 33 1 18 12 32 41 9 27 28 13 19 32 30 0 26 33 21 39 4 32 38 26 32 2 28 1 34 19 13 26 19 18 41 35 41 30 36 15 24 6 17 7 18 15 7 10 31 33 19 10 40 0 9 7 28 0 23 29 37 42 41 38 1 13 4 17 12 20 22 17 15 22 35 29 0 38 40 25 28 10 15 8 39 36 7 31 28 16 37 13 27 32 28 10 1 4 32 14 25 42 0 21 42 9 8 1 4 31 20 27 38 14 18 21 1 24 26 12 19 31 42 0 22 35 22 24 22 6 3 21 32 25 32 36 17 15 11 18 25 1 19 17 0 35 6 35 7 30 37 13 9 10 38 29 18 21 2 42 5 40 28 31"
28,1,-0.9565,0.9565,0.0000,0.0483,0.7545,"22 20 15 34 19 6 29 8 9 37 8 17 41 5 8 39 32 10 7 39 21 8 41 18 25 26 19 42 19 30 17 19 11 4 23 5 10 22 40 33 12 19 41 28 26 26 35 15 29 24 4 2 27 26 22 24 18 12 7 4 24 23 1 20 41 29 37 31 29 42 28 1 25 22 18 5 15 26 13 36 26 22 27 2 13 29 9 19 10 12 0 37 10 33 37 14 15 37 0 2 28 36 36 39 27 24 18 6 17 40 4 14 22 18 32 30 31 40 30 34 10 35 14 23 33 14 37 25 33 42 14 17 4 0 13 11 42 7 9 15 7 11 9 11 30 35 12 2 17 18 3 19 7 12 24 17 13 21 4 27 28 29 7 12 8 33 6 25 0 3 2 12 36 18 21 16 25 21 15 16 5 27 34 21 27 8 18 7 27 42 17 39 4 18 42 10 0 2 7 33 15 27 40 18 0 15 30 27 39 24 0 14 23 42 5 27 19 0 28 41 1 27 34 38 42 6 11 8 15 3 34 19 18 4 24 19 20 8 33 32 1 16 1 26 6 36 13 17 36 28 41 40 42 11 10 12 16 2 8 10 40 37 3 25 28 17 32 23 1 5 17 20 1 40 37 6 31 41 20 18 32 4 18 16 7 23 15 21 5 10 33 19 0 17 8 17 35 29 24 41 40 16 42 16 13 1 4 31 2 30 41 41 41 41 18 33 10 16 17 13 29 18 37 20 39 30 14 7 21 42 39 15 10 41 41 2 10 28 33 1 18 12 32 41 9 27 28 13 19 32 30 0 26 33 21 39 4 32 38 26 32 2 28 1 34 19 13 26 19 18 41 35 41 30 36 15 24 6 17 7 18 15 7 10 31 33 19 10 40 0 9 7 28 0 23 29 37 42 41 38 1 13 4 17 12 20 22 17 15 22 35 29 0 38 40 25 28 10 15 8 39 36 7 31 28 16 37 13 27 32 28 10 1 4 32 14 25 42 0 21 42 9 8 1 4 31 20 27 38 14 18 21 1 24 26 12 19 31 42 0 22 35 22 24 22 6 3 21 32 25 32 36 17 15 11 18 25 1 19 17 0 35 6 35 7 30 37 13 9 10 38 29 18 21 2 42 5 40 28 31"
29,1,-0.9565,0.9565,0.0000,0.0650,0.7202,"22 20 15 34 19 6 29 8 9 37 8 17 41 5 8 39 32 10 7 39 21 8 41 18 25 26 19 42 19 30 17 19 11 4 23 5 10 22 40 33 12 19 41 28 26 26 35 15 29 24 4 2 27 26 22 24 18 12 7 4 24 23 1 20 41 29 37 31 29 42 28 1 25 22 18 5 15 26 13 36 26 22 27 2 13 29 9 19 10 12 0 37 10 33 37 14 15 37 0 2 28 36 36 39 27 24 18 6 17 40 4 14 22 18 32 30 31 40 30 34 10 35 14 23 33 14 37 25 33 42 14 17 4 0 13 11 42 7 9 15 7 11 9 11 30 35 12 2 17 18 3 19 7 12 24 17 13 21 4 27 28 29 7 12 8 33 6 25 0 3 2 12 36 18 21 16 25 21 15 16 5 27 34 21 27 8 18 7 27 42 17 39 4 18 42 10 0 2 7 33 15 27 40 18 0 15 30 27 39 24 0 14 23 42 5 27 19 0 28 41 1 27 34 38 42 6 11 8 15 3 34 19 18 4 24 19 20 8 33 32 1 16 1 26 6 36 13 17 36 28 41 40 42 11 10 12 16 2 8 10 40 37 3 25 28 17 32 23 1 5 17 20 1 40 37 6 31 41 20 18 32 4 18 16 7 23 15 21 5 10 33 19 0 17 8 17 35 29 24 41 40 16 42 16 13 1 4 31 2 30 41 41 41 41 18 33 10 16 17 13 29 18 37 20 39 30 14 7 21 42 39 15 10 41 41 2 10 28 33 1 18 12 32 41 9 27 28 13 19 32 30 0 26 33 21 39 4 32 38 26 32 2 28 1 34 19 13 26 19 18 41 35 41 30 36 15 24 6 17 7 18 15 7 10 31 33 19 10 40 0 9 7 28 0 23 29 37 42 41 38 1 13 4 17 12 20 22 17 15 22 35 29 0 38 40 25 28 10 15 8 39 36 7 31 28 16 37 13 27 32 28 10 1 4 32 14 25 42 0 21 42 9 8 1 4 31 20 27 38 14 18 21 1 24 26 12 19 31 42 0 22 35 22 24 22 6 3 21 32 25 32 36 17 15 11 18 25 1 19 17 0 35 6 35 7 30 37 13 9 10 38 29 18 21 2 42 5 40 28 31"
30,1,-0.9565,0.9565,0.0000,0.0493,0.7010,"22 20 15 34 19 6 29 8 9 37 8 17 41 5 8 39 32 10 7 39 21 8 41 18 25 26 19 42 19 30 17 19 11 4 23 5 10 22 40 33 12 19 41 28 26 26 35 15 29 24 4 2 27 26 22 24 18 12 7 4 24 23 1 20 41 29 37 31 29 42 28 1 25 22 18 5 15 26 13 36 26 22 27 2 13 29 9 19 10 12 0 37 10 33 37 14 15 37 0 2 28 36 36 39 27 24 18 6 17 40 4 14 22 18 32 30 31 40 30 34 10 35 14 23 33 14 37 25 33 42 14 17 4 0 13 11 42 7 9 15 7 11 9 11 30 35 12 2 17 18 3 19 7 12 24 17 13 21 4 27 28 29 7 12 8 33 6 25 0 3 2 12 36 18 21 16 25 21 15 16 5 27 34 21 27 8 18 7 27 42 17 39 4 18 42 10 0 2 7 33 15 27 40 18 0 15 30 27 39 24 0 14 23 42 5 27 19 0 28 41 1 27 34 38 42 6 11 8 15 3 34 19 18 4 24 19 20 8 33 32 1 16 1 26 6 36 13 17 36 28 41 40 42 11 10 12 16 2 8 10 40 37 3 25 28 17 32 23 1 5 17 20 1 40 37 6 31 41 20 18 32 4 18 16 7 23 15 21 5 10 33 19 0 17 8 17 35 29 24 41 40 16 42 16 13 1 4 31 2 30 41 41 41 41 18 33 10 16 17 13 29 18 37 20 39 30 14 7 21 42 39 15 10 41 41 2 10 28 33 1 18 12 32 41 9 27 28 13 19 32 30 0 26 33 21 39 4 32 38 26 32 2 28 1 34 19 13 26 19 18 41 35 41 30 36 15 24 6 17 7 18 15 7 10 31 33 19 10 40 0 9 7 28 0 23 29 37 42 41 38 1 13 4 17 12 20 22 17 15 22 35 29 0 38 40 25 28 10 15 8 39 36 7 31 28 16 37 13 27 32 28 10 1 4 32 14 25 42 0 21 42 9 8 1 4 31 20 27 38 14 18 21 1 24 26 12 19 31 42 0 22 35 22 24 22 6 3 21 32 25 32 36 17 15 11 18 25 1 19 17 0 35 6 35 7 30 37 13 9 10 38 29 18 21 2 42 5 40 28 31"
31,1,-0.9565,0.9565,0.0000,0.0572,0.7573,"22 20 15 34 19 6 29 8 9 37 8 17 41 5 8 39 32 10 7 39 21 8 41 18 25 26 19 42 19 30 17 19 11 4 23 5 10 22 40 33 12 19 41 28 26 26 35 15 29 24 4 2 27 26 22 24 18 12 7 4 24 23 1 20 41 29 37 31 29 42 28 1 25 22 18 5 15 26 13 36 26 22 27 2 13 29 9 19 10 12 0 37 10 33 37 14 15 37 0 2 28 36 36 39 27 24 18 6 17 40 4 14 22 18 32 30 31 40 30 34 10 35 14 23 33 14 37 25 33 42 14 17 4 0 13 11 42 7 9 15 7 11 9 11 30 35 12 2 17 18 3 19 7 12 24 17 13 21 4 27 28 29 7 12 8 33 6 25 0 3 2 12 36 18 21 16 25 21 15 16 5 27 34 21 27 8 18 7 27 42 17 39 4 18 42 10 0 2 7 33 15 27 40 18 0 15 30 27 39 24 0 14 23 42 5 27 19 0 28 41 1 27 34 38 42 6 11 8 15 3 34 19 18 4 24 19 20 8 33 32 1 16 1 26 6 36 13 17 36 28 41 40 42 11 10 12 16 2 8 10 40 37 3 25 28 17 32 23 1 5 17 20 1 40 37 6 31 41 20 18 32 4 18 16 7 23 15 21 5 10 33 19 0 17 8 17 35 29 24 41 40 16 42 16 13 1 4 31 2 30 41 41 41 41 18 33 10 16 17 13 29 18 37 20 39 30 14 7 21 42 39 15 10 41 41 2 10 28 33 1 18 12 32 41 9 27 28 13 19 32 30 0 26 33 21 39 4 32 38 26 32 2 28 1 34 19 13 26 19 18 41 35 41 30 36 15 24 6 17 7 18 15 7 10 31 33 19 10 40 0 9 7 28 0 23 29 37 42 41 38 1 13 4 17 12 20 22 17 15 22 35 29 0 38 40 25 28 10 15 8 39 36 7 31 28 16 37 13 27 32 28 10 1 4 32 14 25 42 0 21 42 9 8 1 4 31 20 27 38 14 18 21 1 24 26 12 19 31 42 0 22 35 22 24 22 6 3 21 32 25 32 36 17 15 11 18 25 1 19 17 0 35 6 35 7 30 37 13 9 10 38 29 18 21 2 42 5 40 28 31"
32,1,-0.9565,0.9565,0.0000,0.0386,0.6496,"22 20 15 34 19 6 29 8 9 37 8 17 41 5 8 39 32 10 7 39 21 8 41 18 25 26 19 42 19 30 17 19 11 4 23 5 10 22 40 33 12 19 41 28 26 26 35 15 29 24 4 2 27 26 22 24 18 12 7 4 24 23 1 20 41 29 37 31 29 42 28 1 25 22 18 5 15 26 13 36 26 22 27 2 13 29 9 19 10 12 0 37 10 33 37 14 15 37 0 2 28 36 36 39 27 24 18 6 17 40 4 14 22 18 32 30 31 40 30 34 10 35 14 23 33 14 37 25 33 42 14 17 4 0 13 11 42 7 9 15 7 11 9 11 30 35 12 2 17 18 3 19 7 12 24 17 13 21 4 27 28 29 7 12 8 33 6 25 0 3 2 12 36 18 21 16 25 21 15 16 5 27 34 21 27 8 18 7 27 42 17 39 4 18 42 10 0 2 7 33 15 27 40 18 0 15 30 27 39 24 0 14 23 42 5 27 19 0 28 41 1 27 34 38 42 6 11 8 15 3 34 19 18 4 24 19 20 8 33 32 1 16 1 26 6 36 13 17 36 28 41 40 42 11 10 12 16 2 8 10 40 37 3 25 28 17 32 23 1 5 17 20 1 40 37 6 31 41 20 18 32 4 18 16 7 23 15 21 5 10 33 19 0 17 8 17 35 29 24 41 40 16 42 16 13 1 4 31 2 30 41 41 41 41 18 33 10 16 17 13 29 18 37 20 39 30 14 7 21 42 39 15 10 41 41 2 10 28 33 1 18 12 32 41 9 27 28 13 19 32 30 0 26 33 21 39 4 32 38 26 32 2 28 1 34 19 13 26 19 18 41 35 41 30 36 15 24 6 17 7 18 15 7 10 31 33 19 10 40 0 9 7 28 0 23 29 37 42 41 38 1 13 4 17 12 20 22 17 15 22 35 29 0 38 40 25 28 10 15 8 39 36 7 31 28 16 37 13 27 32 28 10 1 4 32 14 25 42 0 21 42 9 8 1 4 31 20 27 38 14 18 21 1 24 26 12 19 31 42 0 22 35 22 24 22 6 3 21 32 25 32 36 17 15 11 18 25 1 19 17 0 35 6 35 7 30 37 13 9 10 38 29 18 21 2 42 5 40 28 31"
33,1,-0.9565,0.9565,0.0000,0.0425,0.7592,"22 20 15 34 19 6 29 8 9 37 8 17 41 5 8 39 32 10 7 39 21 8 41 18 25 26 19 42 19 30 17 19 11 4 23 5 10 22 40 33 12 19 41 28 26 26 35 15 29 24 4 2 27 26 22 24 18 12 7 4 24 23 1 20 41 29 37 31 29 42 28 1 25 22 18 5 15 26 13 36 26 22 27 2 13 29 9 19 10 12 0 37 10 33 37 14 15 37 0 2 28 36 36 39 27 24 18 6 17 40 4 14 22 18 32 30 31 40 30 34 10 35 14 23 33 14 37 25 33 42 14 17 4 0 13 11 42 7 9 15 7 11 9 11 30 35 12 2 17 18 3 19 7 12 24 17 13 21 4 27 28 29 7 12 8 33 6 25 0 3 2 12 36 18 21 16 25 21 15 16 5 27 34 21 27 8 18 7 27 42 17 39 4 18 42 10 0 2 7 33 15 27 40 18 0 15 30 27 39 24 0 14 23 42 5 27 19 0 28 41 1 27 34 38 42 6 11 8 15 3 34 19 18 4 24 19 20 8 33 32 1 16 1 26 6 36 13 17 36 28 41 40 42 11 10 12 16 2 8 10 40 37 3 25 28 17 32 23 1 5 17 20 1 40 37 6 31 41 20 18 32 4 18 16 7 23 15 21 5 10 33 19 0 17 8 17 35 29 24 41 40 16 42 16 13 1 4 31 2 30 41 41 41 41 18 33 10 16 17 13 29 18 37 20 39 30 14 7 21 42 39 15 10 41 41 2 10 28 33 1 18 12 32 41 9 27 28 13 19 32 30 0 26 33 21 39 4 32 38 26 32 2 28 1 34 19 13 26 19 18 41 35 41 30 36 15 24 6 17 7 18 15 7 10 31 33 19 10 40 0 9 7 28 0 23 29 37 42 41 38 1 13 4 17 12 20 22 17 15 22 35 29 0 38 40 25 28 10 15 8 39 36 7 31 28 16 37 13 27 32 28 10 1 4 32 14 25 42 0 21 42 9 8 1 4 31 20 27 38 14 18 21 1 24 26 12 19 31 42 0 22 35 22 24 22 6 3 21 32 25 32 36 17 15 11 18 25 1 19 17 0 35 6 35 7 30 37 13 9 10 38 29 18 21 2 42 5 40 28 31"
34,1,-0.9565,0.9565,0.0000,0.0231,0.6124,"22 20 15 34 19 6 29 8 9 37 8 17 41 5 8 39 32 10 7 39 21 8 41 18 25 26 19 42 19 30 17 19 11 4 23 5 10 22 40 33 12 19 41 28 26 26 35 15 29 24 4 2 27 26 22 24 18 12 7 4 24 23 1 20 41 29 37 31 29 42 28 1 25 22 18 5 15 26 13 36 26 22 27 2 13 29 9 19 10 12 0 37 10 33 37 14 15 37 0 2 28 36 36 39 27 24 18 6 17 40 4 14 22 18 32 30 31 40 30 34 10 35 14 23 33 14 37 25 33 42 14 17 4 0 13 11 42 7 9 15 7 11 9 11 30 35 12 2 17 18 3 19 7 12 24 17 13 21 4 27 28 29 7 12 8 33 6 25 0 3 2 12 36 18 21 16 25 21 15 16 5 27 34 21 27 8 18 7 27 42 17 39 4 18 42 10 0 2 7 33 15 27 40 18 0 15 30 27 39 24 0 14 23 42 5 27 19 0 28 41 1 27 34 38 42 6 11 8 15 3 34 19 18 4 24 19 20 8 33 32 1 16 1 26 6 36 13 17 36 28 41 40 42 11 10 12 16 2 8 10 40 37 3 25 28 17 32 23 1 5 17 20 1 40 37 6 31 41 20 18 32 4 18 16 7 23 15 21 5 10 33 19 0 17 8 17 35 29 24 41 40 16 42 16 13 1 4 31 2 30 41 41 41 41 18 33 10 16 17 13 29 18 37 20 39 30 14 7 21 42 39 15 10 41 41 2 10 28 33 1 18 12 32 41 9 27 28 13 19 32 30 0 26 33 21 39 4 32 38 26 32 2 28 1 34 19 13 26 19 18 41 35 41 30 36 15 24 6 17 7 18 15 7 10 31 33 19 10 40 0 9 7 28 0 23 29 37 42 41 38 1 13 4 17 12 20 22 17 15 22 35 29 0 38 40 25 28 10 15 8 39 36 7 31 28 16 37 13 27 32 28 10 1 4 32 14 25 42 0 21 42 9 8 1 4 31 20 27 38 14 18 21 1 24 26 12 19 31 42 0 22 35 22 24 22 6 3 21 32 25 32 36 17 15 11 18 25 1 19 17 0 35 6 35 7 30 37 13 9 10 38 29 18 21 2 42 5 40 28 31"
35,1,-0.9565,0.9565,0.0000,0.0563,0.7219,"22 20 15 34 19 6 29 8 9 37 8 17 41 5 8 39 32 10 7 39 21 8 41 18 25 26 19 42 19 30 17 19 11 4 23 5 10 22 40 33 12 19 41 28 26 26 35 15 29 24 4 2 27 26 22 24 18 12 7 4 24 23 1 20 41 29 37 31 29 42 28 1 25 22 18 5 15 26 13 36 26 22 27 2 13 29 9 19 10 12 0 37 10 33 37 14 15 37 0 2 28 36 36 39 27 24 18 6 17 40 4 14 22 18 32 30 31 40 30 34 10 35 14 23 33 14 37 25 33 42 14 17 4 0 13 11 42 7 9 15 7 11 9 11 30 35 12 2 17 18 3 19 7 12 24 17 13 21 4 27 28 29 7 12 8 33 6 25 0 3 2 12 36 18 21 16 25 21 15 16 5 27 34 21 27 8 18 7 27 42 17 39 4 18 42 10 0 2 7 33 15 27 40 18 0 15 30 27 39 24 0 14 23 42 5 27 19 0 28 41 1 27 34 38 42 6 11 8 15 3 34 19 18 4 24 19 20 8 33 32 1 16 1 26 6 36 13 17 36 28 41 40 42 11 10 12 16 2 8 10 40 37 3 25 28 17 32 23 1 5 17 20 1 40 37 6 31 41 20 18 32 4 18 16 7 23 15 21 5 10 33 19 0 17 8 17 35 29 24 41 40 16 42 16 13 1 4 31 2 30 41 41 41 41 18 33 10 16 17 13 29 18 37 20 39 30 14 7 21 42 39 15 10 41 41 2 10 28 33 1 18 12 32 41 9 27 28 13 19 32 30 0 26 33 21 39 4 32 38 26 32 2 28 1 34 19 13 26 19 18 41 35 41 30 36 15 24 6 17 7 18 15 7 10 31 33 19 10 40 0 9 7 28 0 23 29 37 42 41 38 1 13 4 17 12 20 22 17 15 22 35 29 0 38 40 25 28 10 15 8 39 36 7 31 28 16 37 13 27 32 28 10 1 4 32 14 25 42 0 21 42 9 8 1 4 31 20 27 38 14 18 21 1 24 26 12 19 31 42 0 22 35 22 24 22 6 3 21 32 25 32 36 17 15 11 18 25 1 19 17 0 35 6 35 7 30 37 13 9 10 38 29 18 21 2 42 5 40 28 31"
